ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,,,
CHEMBL119785,13957,0,None,154,2,Human,8.7,pEC50,=,8.7,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthehuman5-hydroxytryptamine1Dreceptor.Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthehuman5-hydroxytryptamine1Dreceptor.",ChEMBL,471,9,2,6,3.5,CC(=O)Nc1ccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm980569z,,
10766570,199043,0,None,501,2,Human,8.7,pEC50,=,8.7,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1DreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Dreceptor",ChEMBL,464,8,1,5,4.2,CC(CN1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1cccc(F)c1,10.1021/jm981133m,,
CHEMBL65321,199043,0,None,501,2,Human,8.7,pEC50,=,8.7,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1DreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Dreceptor",ChEMBL,464,8,1,5,4.2,CC(CN1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1cccc(F)c1,10.1021/jm981133m,,
15521392,201617,0,None,-,1,Human,8.7,pEC50,=,8.7,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1DreceptorMeasurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor",ChEMBL,444,6,1,5,3.7,CN1[C@@H](Cc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@@H]2CN(CCc3cccc(F)c3)C[C@@H]21,10.1016/s0960-894x(99)00409-6,,
CHEMBL84712,201617,0,None,-,1,Human,8.7,pEC50,=,8.7,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1DreceptorMeasurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor",ChEMBL,444,6,1,5,3.7,CN1[C@@H](Cc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@@H]2CN(CCc3cccc(F)c3)C[C@@H]21,10.1016/s0960-894x(99)00409-6,,
6426761,13814,1,None,87,2,Human,8.7,pEC50,=,8.7,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-hydroxytryptamine1Dreceptor",ChEMBL,450,8,1,5,3.8,Fc1ccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1F,10.1021/jm9704560,,
CHEMBL119668,13814,1,None,87,2,Human,8.7,pEC50,=,8.7,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-hydroxytryptamine1Dreceptor",ChEMBL,450,8,1,5,3.8,Fc1ccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1F,10.1021/jm9704560,,
10838153,13957,0,None,154,2,Human,8.7,pEC50,=,8.7,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-hydroxytryptamine1Dreceptor",ChEMBL,471,9,2,6,3.5,CC(=O)Nc1ccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm9704560,,
CHEMBL119785,13957,0,None,154,2,Human,8.7,pEC50,=,8.7,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-hydroxytryptamine1Dreceptor",ChEMBL,471,9,2,6,3.5,CC(=O)Nc1ccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm9704560,,
10718668,119300,0,None,15,2,Human,8.0,pEC50,=,8,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,457,9,3,6,3.4,CC(=O)Nc1ccc(CNC[C@@H]2CCN(CCc3c[nH]c4ccc(-n5cnnc5)cc34)C2)cc1,10.1021/jm9805687,,
CHEMBL349390,119300,0,None,15,2,Human,8.0,pEC50,=,8,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,457,9,3,6,3.4,CC(=O)Nc1ccc(CNC[C@@H]2CCN(CCc3c[nH]c4ccc(-n5cnnc5)cc34)C2)cc1,10.1021/jm9805687,,
10614906,109921,0,None,2,2,Human,7.0,pEC50,=,7.0,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,310,4,1,5,1.5,CN1CCN(CCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm980569z,,
CHEMBL324931,109921,0,None,2,2,Human,7.0,pEC50,=,7.0,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,310,4,1,5,1.5,CN1CCN(CCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm980569z,,
10341917,167339,0,None,97,2,Human,8.0,pEC50,=,8.0,Functional,"Agonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptorAgonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptor",ChEMBL,417,7,1,4,4.6,FC(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1,10.1021/jm980204e,,
CHEMBL432332,167339,0,None,97,2,Human,8.0,pEC50,=,8.0,Functional,"Agonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptorAgonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptor",ChEMBL,417,7,1,4,4.6,FC(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1,10.1021/jm980204e,,
11796808,52721,0,None,63,2,Human,8.0,pEC50,=,8.0,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,428,9,1,5,3.8,CN(Cc1ccccc1)C[C@@H]1CCN(CCc2c[nH]c3ccc(Cn4cncn4)cc23)C1,10.1021/jm9805687,,
CHEMBL159733,52721,0,None,63,2,Human,8.0,pEC50,=,8.0,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,428,9,1,5,3.8,CN(Cc1ccccc1)C[C@@H]1CCN(CCc2c[nH]c3ccc(Cn4cncn4)cc23)C1,10.1021/jm9805687,,
11798502,56140,0,None,37,2,Human,8.0,pEC50,=,8.0,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,468,7,1,5,4.5,FC(F)(F)c1ccc(CN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm980569z,,
CHEMBL163376,56140,0,None,37,2,Human,8.0,pEC50,=,8.0,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,468,7,1,5,4.5,FC(F)(F)c1ccc(CN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/jm980569z,,
124,2907,41,None,-69,21,Human,6.9,pEC50,=,6.9,Functional,Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,260,2,2,3,2.9,Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,10.1021/jm970513p,,
2032,2907,41,None,-69,21,Human,6.9,pEC50,=,6.9,Functional,Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,260,2,2,3,2.9,Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,10.1021/jm970513p,,
4636,2907,41,None,-69,21,Human,6.9,pEC50,=,6.9,Functional,Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,260,2,2,3,2.9,Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,10.1021/jm970513p,,
CHEMBL762,2907,41,None,-69,21,Human,6.9,pEC50,=,6.9,Functional,Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,260,2,2,3,2.9,Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,10.1021/jm970513p,,
DB00935,2907,41,None,-69,21,Human,6.9,pEC50,=,6.9,Functional,Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Compoundwastestedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,260,2,2,3,2.9,Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,10.1021/jm970513p,,
9837525,102586,1,None,-,1,Human,6.9,pEC50,=,6.9,Functional,Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,230,3,1,2,3.0,Cc1cc(C(C)C)cc(C)c1CC1=NCCN1,10.1021/jm970513p,,
CHEMBL308042,102586,1,None,-,1,Human,6.9,pEC50,=,6.9,Functional,Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,230,3,1,2,3.0,Cc1cc(C(C)C)cc(C)c1CC1=NCCN1,10.1021/jm970513p,,
2543,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9805687,,
2543,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm980569z,,
5358,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9805687,,
5358,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm980569z,,
54,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9805687,,
54,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm980569z,,
CHEMBL128,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9805687,,
CHEMBL128,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm980569z,,
DB00669,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9805687,,
DB00669,3621,61,None,-1,12,Human,7.9,pEC50,=,7.9,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm980569z,,
9930155,163334,0,None,12,2,Human,7.8,pEC50,=,7.8,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.",ChEMBL,387,7,1,5,3.6,c1ccc(CO[C@@H]2CCN(CCc3c[nH]c4ccc(-n5cnnc5)cc34)C2)cc1,10.1021/jm9704558,,
CHEMBL420874,163334,0,None,12,2,Human,7.8,pEC50,=,7.8,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.",ChEMBL,387,7,1,5,3.6,c1ccc(CO[C@@H]2CCN(CCc3c[nH]c4ccc(-n5cnnc5)cc34)C2)cc1,10.1021/jm9704558,,
9930155,163334,0,None,12,2,Human,7.8,pEC50,=,7.8,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,387,7,1,5,3.6,c1ccc(CO[C@@H]2CCN(CCc3c[nH]c4ccc(-n5cnnc5)cc34)C2)cc1,10.1021/jm9805687,,
CHEMBL420874,163334,0,None,12,2,Human,7.8,pEC50,=,7.8,Functional,"Stimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1DreceptorStimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor",ChEMBL,387,7,1,5,3.6,c1ccc(CO[C@@H]2CCN(CCc3c[nH]c4ccc(-n5cnnc5)cc34)C2)cc1,10.1021/jm9805687,,
3016908,200092,16,None,-,1,Human,6.8,pEC50,=,6.8,Functional,Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,202,2,1,2,2.2,Cc1cc(C)c(CC2=NCCN2)c(C)c1,10.1021/jm970513p,,
CHEMBL72178,200092,16,None,-,1,Human,6.8,pEC50,=,6.8,Functional,Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,202,2,1,2,2.2,Cc1cc(C)c(CC2=NCCN2)c(C)c1,10.1021/jm970513p,,
10837853,167448,0,None,309,2,Human,7.8,pEC50,=,7.8,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1DreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Dreceptor",ChEMBL,464,8,1,5,4.3,CC(CN1CCN(CC(F)(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1,10.1021/jm981133m,,
CHEMBL433108,167448,0,None,309,2,Human,7.8,pEC50,=,7.8,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1DreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Dreceptor",ChEMBL,464,8,1,5,4.3,CC(CN1CCN(CC(F)(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1,10.1021/jm981133m,,
2543,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704560,,
5358,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704560,,
54,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704560,,
CHEMBL128,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704560,,
DB00669,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.Compoundwasevaluatedforthestimulationof[35S]GTP-gamma-S,bindinginCHOcellsexpressingthe5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704560,,
2543,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704558,,
5358,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704558,,
54,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704558,,
CHEMBL128,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704558,,
DB00669,3621,61,None,-1,12,Human,7.8,pEC50,=,7.8,Functional,"Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.Measurementofagonistinduced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwith5-hydroxytryptamine1Dreceptor.",ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm9704558,,
9816035,199787,1,None,-,1,Human,5.8,pEC50,=,5.8,Functional,Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,230,2,1,2,2.8,Cc1cc(C(C)(C)C)ccc1CC1=NCCN1,10.1021/jm970513p,,
CHEMBL70409,199787,1,None,-,1,Human,5.8,pEC50,=,5.8,Functional,Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV)Testedfor5-hydroxytryptamine1Dlikereceptor-mediatedvasculareffectinrabbitsaphenousvein(RSV),ChEMBL,230,2,1,2,2.8,Cc1cc(C(C)(C)C)ccc1CC1=NCCN1,10.1021/jm970513p,,
9803620,161763,0,None,123,2,Human,7.8,pEC50,=,7.8,Functional,"Agonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptorAgonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptor",ChEMBL,446,8,1,5,4.2,CN(Cc1ccccc1)C1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm980204e,,
CHEMBL416688,161763,0,None,123,2,Human,7.8,pEC50,=,7.8,Functional,"Agonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptorAgonistinduced[35S]GTP-gamma-S,bindinginCHOcellsexpressing5-HT1dreceptor",ChEMBL,446,8,1,5,4.2,CN(Cc1ccccc1)C1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm980204e,,
9803620,161763,0,None,123,2,Human,7.8,pEC50,=,7.8,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1DreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Dreceptor",ChEMBL,446,8,1,5,4.2,CN(Cc1ccccc1)C1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm981133m,,
