ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,,,
CHEMBL120055,14272,0,None,-3,3,Human,8.7,pEC50,=,8.7,Functional,Thecompoundwasevaluatedforintrinsicactivityagainsthumancloned5-hydroxytryptamine1Breceptor,fullagonistThecompoundwasevaluatedforintrinsicactivityagainsthumancloned5-hydroxytryptamine1Breceptor,fullagonist,ChEMBL,392,6,2,4,2.7,Cc1ccccc1N1CCN(C(=O)COc2ccc3[nH]cc(CCN)c3c2)CC1,10.1016/S0960-894X(97)10164-0
CHEMBL321818,14272,0,None,-3,3,Human,8.7,pEC50,=,8.7,Functional,Thecompoundwasevaluatedforintrinsicactivityagainsthumancloned5-hydroxytryptamine1Breceptor,fullagonistThecompoundwasevaluatedforintrinsicactivityagainsthumancloned5-hydroxytryptamine1Breceptor,fullagonist,ChEMBL,392,6,2,4,2.7,Cc1ccccc1N1CCN(C(=O)COc2ccc3[nH]cc(CCN)c3c2)CC1,10.1016/S0960-894X(97)10164-0
10791125,18738,0,None,-,1,Human,7.6,pEC50,=,7.6,Functional,Agonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformationAgonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformation,ChEMBL,486,5,0,5,4.2,Cc1cc(C)c(N2CCN(C(=O)COc3ccc4cccc(N5CCN(C)CC5)c4c3)CC2)c(C)c1,10.1021/jm9703552,,
CHEMBL128699,18738,0,None,-,1,Human,7.6,pEC50,=,7.6,Functional,Agonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformationAgonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformation,ChEMBL,486,5,0,5,4.2,Cc1cc(C)c(N2CCN(C(=O)COc3ccc4cccc(N5CCN(C)CC5)c4c3)CC2)c(C)c1,10.1021/jm9703552,,
10649124,19235,0,None,-,1,Human,7.6,pEC50,=,7.6,Functional,Agonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformationAgonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformation,ChEMBL,502,5,0,7,3.1,CN1CCN(c2cccc3ccc(OCC(=O)N4CCN(c5cccc6c5OCCO6)CC4)cc23)CC1,10.1021/jm9703552,,
CHEMBL129813,19235,0,None,-,1,Human,7.6,pEC50,=,7.6,Functional,Agonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformationAgonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformation,ChEMBL,502,5,0,7,3.1,CN1CCN(c2cccc3ccc(OCC(=O)N4CCN(c5cccc6c5OCCO6)CC4)cc23)CC1,10.1021/jm9703552,,
44592333,178100,0,None,-,1,Human,7.6,pEC50,=,7.6,Functional,Agonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassay,ChEMBL,444,5,0,5,4.0,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
CHEMBL469376,178100,0,None,-,1,Human,7.6,pEC50,=,7.6,Functional,Agonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassay,ChEMBL,444,5,0,5,4.0,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
1220,186,42,None,-109,9,Human,6.6,pEC50,=,6.6,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcelllineTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,ChEMBL,247,5,1,2,3.4,CCCN(C1CCc2c(C1)c(O)ccc2)CCC,10.1016/s0960-894x(98)00222-4,,
31,186,42,None,-109,9,Human,6.6,pEC50,=,6.6,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcelllineTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,ChEMBL,247,5,1,2,3.4,CCCN(C1CCc2c(C1)c(O)ccc2)CCC,10.1016/s0960-894x(98)00222-4,,
7,186,42,None,-109,9,Human,6.6,pEC50,=,6.6,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcelllineTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,ChEMBL,247,5,1,2,3.4,CCCN(C1CCc2c(C1)c(O)ccc2)CCC,10.1016/s0960-894x(98)00222-4,,
CHEMBL56,186,42,None,-109,9,Human,6.6,pEC50,=,6.6,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcelllineTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,ChEMBL,247,5,1,2,3.4,CCCN(C1CCc2c(C1)c(O)ccc2)CCC,10.1016/s0960-894x(98)00222-4,,
10838063,78284,0,None,-,1,Human,7.6,pEC50,=,7.6,Functional,Agonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformationAgonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformation,ChEMBL,469,5,0,6,3.2,CN1CCN(c2cccc3ccc(OCC(=O)N4CCN(c5ccccc5C#N)CC4)cc23)CC1,10.1021/jm9703552,,
CHEMBL2112660,78284,0,None,-,1,Human,7.6,pEC50,=,7.6,Functional,Agonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformationAgonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformation,ChEMBL,469,5,0,6,3.2,CN1CCN(c2cccc3ccc(OCC(=O)N4CCN(c5ccccc5C#N)CC4)cc23)CC1,10.1021/jm9703552,,
145964150,163608,0,None,-,1,Human,7.5,pEC50,=,7.5,Functional,Partialagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassayPartialagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassay,ChEMBL,279,6,1,4,3.1,CCCCOc1ccc(C2=N[C@@H](CO)[C@H](C)S2)cc1,10.1021/acs.jnatprod.7b00317,,
CHEMBL4212246,163608,0,None,-,1,Human,7.5,pEC50,=,7.5,Functional,Partialagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassayPartialagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassay,ChEMBL,279,6,1,4,3.1,CCCCOc1ccc(C2=N[C@@H](CO)[C@H](C)S2)cc1,10.1021/acs.jnatprod.7b00317,,
10719687,198665,0,None,-257,2,Human,6.5,pEC50,=,6.5,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,485,7,1,4,5.7,FC1(Cc2ccccc2C(F)(F)F)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm981133m,,
CHEMBL63167,198665,0,None,-257,2,Human,6.5,pEC50,=,6.5,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,485,7,1,4,5.7,FC1(Cc2ccccc2C(F)(F)F)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm981133m,,
11797998,35426,0,None,-,1,Human,8.5,pEC50,=,8.5,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,454,10,4,4,4.8,NCCc1c[nH]c2ccc(OCc3ccc(COc4ccc5[nH]cc(CCN)c5c4)cc3)cc12,10.1021/jm960552l,,
CHEMBL144030,35426,0,None,-,1,Human,8.5,pEC50,=,8.5,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,454,10,4,4,4.8,NCCc1c[nH]c2ccc(OCc3ccc(COc4ccc5[nH]cc(CCN)c5c4)cc3)cc12,10.1021/jm960552l,,
10601619,116232,0,None,-,1,Human,7.5,pEC50,=,7.5,Functional,Agonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformationAgonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformation,ChEMBL,504,7,0,7,3.3,COc1cccc(N2CCN(C(=O)COc3ccc4cccc(N5CCN(C)CC5)c4c3)CC2)c1OC,10.1021/jm9703552,,
CHEMBL338015,116232,0,None,-,1,Human,7.5,pEC50,=,7.5,Functional,Agonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformationAgonistactivityat5-hydroxytryptamine1Breceptorbymeasuringtheinhibitionofforskolin-stimulatedcAMPformation,ChEMBL,504,7,0,7,3.3,COc1cccc(N2CCN(C(=O)COc3ccc4cccc(N5CCN(C)CC5)c4c3)CC2)c1OC,10.1021/jm9703552,,
52946290,18875,0,None,-,1,Human,6.5,pEC50,=,6.5,Functional,Agonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,446,4,0,5,4.4,Cc1ccc2c(N3CCN(CCc4c(Cl)ccc5c4ccc(=O)n5C)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
CHEMBL1289164,18875,0,None,-,1,Human,6.5,pEC50,=,6.5,Functional,Agonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,446,4,0,5,4.4,Cc1ccc2c(N3CCN(CCc4c(Cl)ccc5c4ccc(=O)n5C)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
2543,3621,61,None,1,12,Human,7.4,pEC50,=,7.4,Functional,Effectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllinesEffectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllines,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1016/s0960-894x(98)00090-0,,
5358,3621,61,None,1,12,Human,7.4,pEC50,=,7.4,Functional,Effectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllinesEffectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllines,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1016/s0960-894x(98)00090-0,,
54,3621,61,None,1,12,Human,7.4,pEC50,=,7.4,Functional,Effectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllinesEffectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllines,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1016/s0960-894x(98)00090-0,,
CHEMBL128,3621,61,None,1,12,Human,7.4,pEC50,=,7.4,Functional,Effectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllinesEffectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllines,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1016/s0960-894x(98)00090-0,,
DB00669,3621,61,None,1,12,Human,7.4,pEC50,=,7.4,Functional,Effectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllinesEffectiveconcentrationdeterminedbymeasuringinhibitionofforskolin-stimulatedc-AMPformationat5-hydroxytryptamine1BreceptorstablytransfectedinCHOcelllines,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1016/s0960-894x(98)00090-0,,
24804774,19089,0,None,-,1,Human,6.4,pEC50,=,6.4,Functional,Agonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,428,4,0,4,4.1,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4CCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
CHEMBL1290597,19089,0,None,-,1,Human,6.4,pEC50,=,6.4,Functional,Agonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,428,4,0,4,4.1,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4CCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
10809674,118587,0,None,-,1,Human,8.4,pEC50,=,8.4,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,378,9,4,4,3.1,NCCc1c[nH]c2ccc(OCCOc3ccc4[nH]cc(CCN)c4c3)cc12,10.1021/jm960552l,,
CHEMBL343196,118587,0,None,-,1,Human,8.4,pEC50,=,8.4,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,378,9,4,4,3.1,NCCc1c[nH]c2ccc(OCCOc3ccc4[nH]cc(CCN)c4c3)cc12,10.1021/jm960552l,,
5,139,62,None,-19,27,Human,8.3,pEC50,=,8.3,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,FullAgonistTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,FullAgonist,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/s0960-894x(98)00222-4
5202,139,62,None,-19,27,Human,8.3,pEC50,=,8.3,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,FullAgonistTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,FullAgonist,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/s0960-894x(98)00222-4
CHEMBL39,139,62,None,-19,27,Human,8.3,pEC50,=,8.3,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,FullAgonistTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,FullAgonist,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/s0960-894x(98)00222-4
DB08839,139,62,None,-19,27,Human,8.3,pEC50,=,8.3,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,FullAgonistTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,FullAgonist,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/s0960-894x(98)00222-4
5,139,62,None,-19,27,Human,8.3,pEC50,=,8.3,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/jm960552l,,
5202,139,62,None,-19,27,Human,8.3,pEC50,=,8.3,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/jm960552l,,
CHEMBL39,139,62,None,-19,27,Human,8.3,pEC50,=,8.3,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/jm960552l,,
DB08839,139,62,None,-19,27,Human,8.3,pEC50,=,8.3,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/jm960552l,,
114,2200,8,None,-169,6,Human,6.4,pEC50,=,6.4,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,432,8,1,5,3.7,Fc1cccc(c1)CCN1CCN(CC1)CCCc1c[nH]c2c1cc(cc2)n1cnnc1,10.1021/jm981133m,,
6426760,2200,8,None,-169,6,Human,6.4,pEC50,=,6.4,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,432,8,1,5,3.7,Fc1cccc(c1)CCN1CCN(CC1)CCCc1c[nH]c2c1cc(cc2)n1cnnc1,10.1021/jm981133m,,
CHEMBL292779,2200,8,None,-169,6,Human,6.4,pEC50,=,6.4,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,432,8,1,5,3.7,Fc1cccc(c1)CCN1CCN(CC1)CCCc1c[nH]c2c1cc(cc2)n1cnnc1,10.1021/jm981133m,,
10503687,198743,0,None,-50,2,Human,6.4,pEC50,=,6.4,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,449,8,1,4,5.3,Fc1cccc(CCC2(F)CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,10.1021/jm981133m,,
CHEMBL63799,198743,0,None,-50,2,Human,6.4,pEC50,=,6.4,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,449,8,1,4,5.3,Fc1cccc(CCC2(F)CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,10.1021/jm981133m,,
10341917,167339,0,None,-97,2,Human,6.4,pEC50,=,6.4,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,417,7,1,4,4.6,FC(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1,10.1021/jm981133m,,
CHEMBL432332,167339,0,None,-97,2,Human,6.4,pEC50,=,6.4,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,417,7,1,4,4.6,FC(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1,10.1021/jm981133m,,
10076876,101150,0,None,-,1,Human,7.3,pEC50,=,7.3,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcelllineTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,ChEMBL,576,19,0,4,8.7,CCCN(CCC)C1CCc2cccc(OCCCCCCOc3cccc4c3CC(N(CCC)CCC)CC4)c2C1,10.1016/s0960-894x(98)00222-4,,
CHEMBL29951,101150,0,None,-,1,Human,7.3,pEC50,=,7.3,Functional,Theintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcelllineTheintrinsicactivitywasevaluatedforitsabilitytoinhibitforskolin-stimulatedc-AMPformationmediatedbycloned5-hydroxytryptamine1BreceptorinCHOcellline,ChEMBL,576,19,0,4,8.7,CCCN(CCC)C1CCc2cccc(OCCCCCCOc3cccc4c3CC(N(CCC)CCC)CC4)c2C1,10.1016/s0960-894x(98)00222-4,,
52943811,18856,0,None,-,1,Human,6.3,pEC50,=,6.3,Functional,Agonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,412,4,1,4,4.1,Cc1ccc2c(N3CCN(CCc4c(C)ccc5[nH]c(=O)ccc45)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
CHEMBL1289047,18856,0,None,-,1,Human,6.3,pEC50,=,6.3,Functional,Agonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,412,4,1,4,4.1,Cc1ccc2c(N3CCN(CCc4c(C)ccc5[nH]c(=O)ccc45)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
10551328,199380,0,None,-97,2,Human,6.3,pEC50,=,6.3,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,445,8,1,4,5.7,CC(CC1(F)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1,10.1021/jm981133m,,
CHEMBL67684,199380,0,None,-97,2,Human,6.3,pEC50,=,6.3,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,445,8,1,4,5.7,CC(CC1(F)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1,10.1021/jm981133m,,
10837853,167448,0,None,-309,2,Human,5.3,pEC50,=,5.3,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,464,8,1,5,4.3,CC(CN1CCN(CC(F)(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1,10.1021/jm981133m,,
CHEMBL433108,167448,0,None,-309,2,Human,5.3,pEC50,=,5.3,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,464,8,1,5,4.3,CC(CN1CCN(CC(F)(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1,10.1021/jm981133m,,
